county,state,pay,employee
Smith,Tennessee,160066,4180
Stewart,Tennessee,46121,1432
Sullivan,Tennessee,2999066,63829
Sumner,Tennessee,2044554,48105
Tipton,Tennessee,334909,9594
Trousdale,Tennessee,52993,1448
Unicoi,Tennessee,160340,3714
Union,Tennessee,58325,1844
Van Buren,Tennessee,14323,454
Warren,Tennessee,382137,10560
Washington,Tennessee,2108067,52669
Wayne,Tennessee,96617,2770
Weakley,Tennessee,250766,7777
White,Tennessee,197631,5574
Williamson,Tennessee,8287848,129892
Wilson,Tennessee,1627216,41574
Anderson,Texas,439936,12216
Andrews,Texas,375343,5757
Angelina,Texas,1048665,29102
Aransas,Texas,135005,3883
Archer,Texas,46765,1270
Armstrong,Texas,9643,268
Atascosa,Texas,625835,11918
Austin,Texas,323956,7572
Bailey,Texas,45066,1376
Bandera,Texas,92231,3045
Bastrop,Texas,503951,15145
Baylor,Texas,20960,817
Bee,Texas,174131,5020
Bell,Texas,4072237,96534
Bexar,Texas,36075718,768295
Blanco,Texas,109411,2326
Borden,Texas,949,33
Bosque,Texas,84945,2475
Bowie,Texas,1199543,33821
Brazoria,Texas,5114379,94522
Brazos,Texas,2683570,70078
Brewster,Texas,72203,2653
Briscoe,Texas,4247,160
Brooks,Texas,35543,1541
Brown,Texas,460589,13182
Burleson,Texas,153672,3391
Burnet,Texas,508546,12520
Caldwell,Texas,219313,6161
Calhoun,Texas,543359,8265
Callahan,Texas,65980,1646
Cameron,Texas,3018500,109216
Camp,Texas,106606,2392
Carson,Texas,40043,871
Cass,Texas,203849,5677
Castro,Texas,41769,1169
Chambers,Texas,924940,13914
Cherokee,Texas,399605,10876
Childress,Texas,40072,1251
Clay,Texas,26809,752
Cochran,Texas,7376,234
Coke,Texas,7501,258
Coleman,Texas,42409,1449
Collin,Texas,27911325,434685
Collingsworth,Texas,17847,479
Colorado,Texas,250798,6208
Comal,Texas,2120200,51846
Comanche,Texas,90666,2607
Concho,Texas,13456,392
Cooke,Texas,597238,13287
Coryell,Texas,288911,9510
Cottle,Texas,3102,135
Crane,Texas,62261,1049
Crockett,Texas,57489,1155
Crosby,Texas,21614,571
Culberson,Texas,35908,695
Dallam,Texas,66692,1702
Dallas,Texas,94655456,1502707
Dawson,Texas,104464,2609
Deaf Smith,Texas,237657,5436
Delta,Texas,7311,380
Denton,Texas,10675697,224526
DeWitt,Texas,242620,5527
Dickens,Texas,8627,238
Dimmit,Texas,255790,4545
Donley,Texas,9421,382
Duval,Texas,70728,1845
Eastland,Texas,255103,5827
Ector,Texas,3973956,66620
Edwards,Texas,8060,291
Ellis,Texas,1908837,46240
El Paso,Texas,8037141,242717
Erath,Texas,457412,12642
Falls,Texas,54638,1713
Fannin,Texas,209418,5438
Fayette,Texas,266683,7078
Fisher,Texas,23176,472
Floyd,Texas,34886,939
Foard,Texas,4091,148
Fort Bend,Texas,8064962,176213
Franklin,Texas,104342,6690
Freestone,Texas,138967,3265
Frio,Texas,261171,5373
Gaines,Texas,294243,4949
Galveston,Texas,3556259,85722
Garza,Texas,49839,1233
Gillespie,Texas,362888,9822
Glasscock,Texas,35555,365
Goliad,Texas,42914,956
Gonzales,Texas,190342,4875
Gray,Texas,274527,5881
Grayson,Texas,1580711,40194
Gregg,Texas,3009567,66299
Grimes,Texas,285934,5632
Guadalupe,Texas,1622729,34727
Hale,Texas,395333,9454
Hall,Texas,10219,402
Hamilton,Texas,56085,1693
Hansford,Texas,46688,1157
Hardeman,Texas,26939,741
Hardin,Texas,357696,9055
Harris,Texas,136025727,2057494
Harrison,Texas,862718,19550
Hartley,Texas,46667,1210
Haskell,Texas,28716,949
Hays,Texas,2174550,63484
Hemphill,Texas,112935,1598
Henderson,Texas,502266,13921
Hidalgo,Texas,5859143,203903
Hill,Texas,268410,7861
Hockley,Texas,396290,7109
Hood,Texas,506601,13535
Hopkins,Texas,369278,9941
Houston,Texas,128651,3231
Howard,Texas,438247,8959
Hudspeth,Texas,16124,380
Hunt,Texas,1358126,24971
Hutchinson,Texas,375777,6137
Irion,Texas,28395,479
Jack,Texas,77799,1633
Jackson,Texas,224898,4983
Jasper,Texas,319506,8700
Jeff Davis,Texas,11773,395
Jefferson,Texas,5270739,102659
Jim Hogg,Texas,41270,1739
Jim Wells,Texas,520380,13829
Johnson,Texas,1596166,38136
Jones,Texas,102181,2436
Karnes,Texas,357065,5476
Kaufman,Texas,1061142,27278
Kendall,Texas,617715,14169
Kenedy,Texas,10591,146
Kent,Texas,6171,78
Kerr,Texas,650963,16761
Kimble,Texas,28075,907
Kinney,Texas,26579,568
Kleberg,Texas,227584,6857
Knox,Texas,30165,664
Lamar,Texas,701554,18123
Lamb,Texas,80926,2045
Lampasas,Texas,141089,4289
La Salle,Texas,84017,1812
Lavaca,Texas,215190,5519
Lee,Texas,301393,6023
Leon,Texas,245221,4217
Liberty,Texas,593476,13458
Limestone,Texas,203295,4907
Lipscomb,Texas,55291,880
Live Oak,Texas,204931,3283
Llano,Texas,120736,3722
Loving,Texas,1919,21
Lubbock,Texas,4468620,115667
Lynn,Texas,29489,735
McCulloch,Texas,103256,2400
McLennan,Texas,4231813,105717
McMullen,Texas,50537,470
Madison,Texas,90665,2760
Marion,Texas,57076,1722
Martin,Texas,69606,1288
Mason,Texas,24931,830
Matagorda,Texas,478415,8186
Maverick,Texas,336690,12503
Medina,Texas,264568,7683
Menard,Texas,6040,204
Midland,Texas,7225543,96217
Milam,Texas,183672,4463
Mills,Texas,25703,867
Mitchell,Texas,52610,1206
Montague,Texas,173928,3575
Montgomery,Texas,9507066,167929
Moore,Texas,366858,8015
Morris,Texas,146818,2961
Motley,Texas,4628,164
Nacogdoches,Texas,637205,18415
Navarro,Texas,484436,13689
Newton,Texas,25692,852
Nolan,Texas,229522,5175
Nueces,Texas,6097933,140495
Ochiltree,Texas,195842,3611
Oldham,Texas,20717,576
Orange,Texas,956479,18685
Palo Pinto,Texas,231126,5978
Panola,Texas,287173,6456
Parker,Texas,1324011,29715
Parmer,Texas,155774,3585
Pecos,Texas,179133,4046
Polk,Texas,318663,8505
Potter,Texas,2600177,61160
Presidio,Texas,23725,1023
Rains,Texas,45195,1423
Randall,Texas,1402311,32374
Reagan,Texas,123437,2014
Real,Texas,15090,573
Red River,Texas,45779,1260
Reeves,Texas,327416,5409
Refugio,Texas,75818,1689
Roberts,Texas,11581,178
Robertson,Texas,120063,2895
Rockwall,Texas,1080854,27531
Runnels,Texas,78617,2148
Rusk,Texas,449533,9901
Sabine,Texas,55987,1587
San Augustine,Texas,45081,1285
San Jacinto,Texas,32715,994
San Patricio,Texas,795079,15976
San Saba,Texas,24434,827
Schleicher,Texas,25943,545
Scurry,Texas,255599,4929
Shackelford,Texas,82231,1196
Shelby,Texas,242042,6560
Sherman,Texas,14342,345
Smith,Texas,3908883,93327
Somervell,Texas,197000,3304
Starr,Texas,188570,9291
Stephens,Texas,85443,2060
Sterling,Texas,15266,296
Stonewall,Texas,18914,452
Sutton,Texas,49137,1037
Swisher,Texas,30256,911
Tarrant,Texas,40178984,805016
Taylor,Texas,2120029,56046
Terrell,Texas,1841,49
Terry,Texas,75311,2135
Throckmorton,Texas,9333,272
Titus,Texas,533460,14269
Tom Green,Texas,1666200,41157
Travis,Texas,39690510,623361
Trinity,Texas,55338,1757
Tyler,Texas,64577,2055
Upshur,Texas,178471,4887
Upton,Texas,82688,1306
Uvalde,Texas,237737,7087
Val Verde,Texas,318611,11484
Van Zandt,Texas,308420,8648
Victoria,Texas,1523650,33413
Walker,Texas,390571,12703
Waller,Texas,553204,12310
Ward,Texas,267510,4369
Washington,Texas,454613,12299
Webb,Texas,2397660,79753
Wharton,Texas,435159,11393
Wheeler,Texas,41359,1281
Wichita,Texas,1692342,45571
Wilbarger,Texas,112984,3245
Willacy,Texas,68745,2135
Williamson,Texas,8580799,166460
Wilson,Texas,242089,6517
Winkler,Texas,188565,2573
Wise,Texas,886374,18308
Wood,Texas,300575,7984
Yoakum,Texas,133476,2177
Young,Texas,244532,5753
Zapata,Texas,54522,1609
Zavala,Texas,37332,1371
Beaver,Utah,57541,1798
Box Elder,Utah,883280,18156
Cache,Utah,1646598,45355
Carbon,Utah,239140,6118
Daggett,Utah,3372,100
Davis,Utah,3862320,92611
Duchesne,Utah,280034,5690
Emery,Utah,105075,1930
Garfield,Utah,53114,1445
Grand,Utah,147499,4600
Iron,Utah,465837,14217
Juab,Utah,88675,2615
Kane,Utah,105902,3157
Millard,Utah,143953,3187
Morgan,Utah,87795,1937
Piute,Utah,1514,68
Rich,Utah,22749,586
Salt Lake,Utah,32248023,613424
San Juan,Utah,107566,2872
Sanpete,Utah,161469,5006
Sevier,Utah,238954,6899
Summit,Utah,1103306,28178
Tooele,Utah,464591,11439
Uintah,Utah,418306,9004
Utah,Utah,9905898,225581
Wasatch,Utah,264925,6716
Washington,Utah,1987160,54392
Wayne,Utah,21946,696
Weber,Utah,3436698,85106
Addison,Vermont,557984,13617
Bennington,Vermont,593873,15455
Caledonia,Vermont,346988,8788
Chittenden,Vermont,4390439,89722
Essex,Vermont,17040,526
Franklin,Vermont,541259,12716
Grand Isle,Vermont,27258,768
Lamoille,Vermont,373580,11313
Orange,Vermont,259791,6287
Orleans,Vermont,298069,8433
Rutland,Vermont,964896,24086
Washington,Vermont,1227375,26382
Windham,Vermont,820056,20681
Windsor,Vermont,899468,20457
Accomack,Virginia,280559,8809
Albemarle,Virginia,2068853,42339
Alleghany,Virginia,80381,2502
Amelia,Virginia,60953,1945
Amherst,Virginia,223325,6082
Appomattox,Virginia,64034,2359
Arlington,Virginia,12479304,144679
Augusta,Virginia,913708,20457
Bath,Virginia,69297,1889
Bedford,Virginia,621971,16305
Bland,Virginia,68547,1296
Botetourt,Virginia,466631,10216
Brunswick,Virginia,78338,2223
Buchanan,Virginia,246361,5018
Buckingham,Virginia,70139,1894
Campbell,Virginia,774539,16879
Caroline,Virginia,146983,4053
Carroll,Virginia,109768,4077
Charles City,Virginia,72406,1648
Charlotte,Virginia,56401,1761
Chesterfield,Virginia,5265317,118890
Clarke,Virginia,127849,2915
Craig,Virginia,11372,382
Culpeper,Virginia,556017,13216
Cumberland,Virginia,24907,814
Dickenson,Virginia,63898,1955
Dinwiddie,Virginia,236886,5587
Essex,Virginia,98218,3293
Fairfax,Virginia,52368335,637023
Fauquier,Virginia,901569,18886
Floyd,Virginia,71137,2473
Fluvanna,Virginia,100821,2714
Franklin,Virginia,387629,13042
Frederick,Virginia,1137264,25948
Giles,Virginia,143433,3570
Gloucester,Virginia,220812,7440
Goochland,Virginia,2273110,17761
Grayson,Virginia,41704,1326
Greene,Virginia,94261,2768
Greensville,Virginia,73523,2142
Halifax,Virginia,354273,9503
Hanover,Virginia,1993738,48367
Henrico,Virginia,9926921,183138
Henry,Virginia,357730,10491
Highland,Virginia,9776,347
Isle of Wight,Virginia,471840,9672
James City,Virginia,1079677,28496
King and Queen,Virginia,25019,633
King George,Virginia,288274,5405
King William,Virginia,167854,3536
Lancaster,Virginia,150858,4033
Lee,Virginia,69449,2451
Loudoun,Virginia,10056288,165167
Louisa,Virginia,353326,7317
Lunenburg,Virginia,58066,1698
Madison,Virginia,80665,2372
Mathews,Virginia,26621,1053
Mecklenburg,Virginia,298434,9075
Middlesex,Virginia,67589,2249
Montgomery,Virginia,1249236,31373
Nelson,Virginia,101206,3326
New Kent,Virginia,122470,3397
Northampton,Virginia,104528,2909
Northumberland,Virginia,59184,1600
Nottoway,Virginia,112586,3407
Orange,Virginia,255896,6810
Page,Virginia,142364,4255
Patrick,Virginia,103289,3463
Pittsylvania,Virginia,300577,8203
Powhatan,Virginia,215280,5503
Prince Edward,Virginia,241862,6987
Prince George,Virginia,375823,10252
Prince William,Virginia,5012545,107362
Pulaski,Virginia,426575,10460
Rappahannock,Virginia,40862,1105
Richmond,Virginia,62750,2227
Roanoke,Virginia,1194695,29061
Rockbridge,Virginia,164304,5086
Rockingham,Virginia,1213417,28001
Russell,Virginia,230596,5819
Scott,Virginia,110471,3490
Shenandoah,Virginia,465833,12706
Smyth,Virginia,319931,8878
Southampton,Virginia,95516,2150
Spotsylvania,Virginia,1196715,31821
Stafford,Virginia,1451715,33843
Surry,Virginia,124661,1352
Sussex,Virginia,62331,1887
Tazewell,Virginia,396653,11721
Warren,Virginia,419171,11103
Washington,Virginia,685205,17675
Westmoreland,Virginia,70647,2516
Wise,Virginia,245923,7732
Wythe,Virginia,344954,10094
York,Virginia,735642,20131
Alexandria city,Virginia,5370849,81901
Bristol city,Virginia,318162,8774
Buena Vista city,Virginia,64964,2011
Charlottesville city,Virginia,2180135,33912
Chesapeake city,Virginia,4017016,93322
Colonial Heights city,Virginia,255931,9868
Covington city,Virginia,164245,3453
Danville city,Virginia,840683,24059
Emporia city,Virginia,146036,4042
Fairfax city,Virginia,1434179,26373
Falls Church city,Virginia,579675,11144
Franklin city,Virginia,99704,3460
Fredericksburg city,Virginia,868974,20185
Galax city,Virginia,176516,5473
Hampton city,Virginia,1823060,41749
Harrisonburg city,Virginia,859449,25451
Hopewell city,Virginia,362698,6915
Lexington city,Virginia,156714,3844
Lynchburg city,Virginia,2327838,56846
Manassas city,Virginia,810400,16478
Manassas Park city,Virginia,157802,3254
Martinsville city,Virginia,293481,9614
Newport News city,Virginia,4719376,90566
Norfolk city,Virginia,5251978,107409
Norton city,Virginia,181406,4282
Petersburg city,Virginia,477281,11738
Poquoson city,Virginia,40318,1483
Portsmouth city,Virginia,1106123,25499
Radford city,Virginia,148702,4207
Richmond city,Virginia,7601631,124176
Roanoke city,Virginia,3292844,74511
Salem city,Virginia,958206,19184
Staunton city,Virginia,364519,10496
Suffolk city,Virginia,924645,23036
Virginia Beach city,Virginia,6652162,159910
Waynesboro city,Virginia,330007,9095
Williamsburg city,Virginia,282962,9271
Winchester city,Virginia,1064589,26565
Adams,Washington,194085,4396
Asotin,Washington,195620,4944
Benton,Washington,3870347,71739
Chelan,Washington,1393108,31345
Clallam,Washington,703189,18123
Clark,Washington,7651667,145458
Columbia,Washington,44242,930
Cowlitz,Washington,1608921,32829
Douglas,Washington,294074,8010
Ferry,Washington,37252,991
Franklin,Washington,976218,22165
Garfield,Washington,10606,304
Grant,Washington,1053407,22998
Grays Harbor,Washington,640575,15857
Island,Washington,509092,13179
Jefferson,Washington,292712,7183
King,Washington,104578420,1249145
Kitsap,Washington,2607594,61981
Kittitas,Washington,407082,12069
Klickitat,Washington,183020,4030
Lewis,Washington,852767,20868
Lincoln,Washington,71322,1691
Mason,Washington,386155,9679
Okanogan,Washington,289118,8244
Pacific,Washington,152498,4321
Pend Oreille,Washington,77804,1757
Pierce,Washington,12971976,265308
San Juan,Washington,208396,5160
Skagit,Washington,2106341,43722
Skamania,Washington,49974,1497
Snohomish,Washington,15067610,258599
Spokane,Washington,9119386,196077
Stevens,Washington,308788,8015
Thurston,Washington,3283226,75226
Wahkiakum,Washington,15944,427
Walla Walla,Washington,887761,20495
Whatcom,Washington,3504533,76179
Whitman,Washington,476354,11056
Yakima,Washington,3020455,72289
Barbour,West Virginia,100911,2636
Berkeley,West Virginia,1106784,26451
Boone,West Virginia,161220,3741
Braxton,West Virginia,106717,3040
Brooke,West Virginia,275844,6931
Cabell,West Virginia,1944829,46961
Calhoun,West Virginia,43790,890
Clay,West Virginia,25786,831
Doddridge,West Virginia,53254,888
Fayette,West Virginia,288023,7834
Gilmer,West Virginia,31648,1042
Grant,West Virginia,98183,2608
Greenbrier,West Virginia,411215,11188
Hampshire,West Virginia,79629,2672
Hancock,West Virginia,317164,8725
Hardy,West Virginia,168600,5179
Harrison,West Virginia,1390152,29761
Jackson,West Virginia,328726,7029
Jefferson,West Virginia,444855,12634
Kanawha,West Virginia,3710963,79810
Lewis,West Virginia,186609,4431
Lincoln,West Virginia,45772,1636
Logan,West Virginia,376543,8480
McDowell,West Virginia,62477,1779
Marion,West Virginia,629803,15022
Marshall,West Virginia,422632,8891
Mason,West Virginia,170963,3851
Mercer,West Virginia,623061,17212
Mineral,West Virginia,263362,6239
Mingo,West Virginia,121060,3232
Monongalia,West Virginia,2293795,47736
Monroe,West Virginia,52199,1321
Morgan,West Virginia,71731,2116
Nicholas,West Virginia,211445,6183
Ohio,West Virginia,1111566,27406
Pendleton,West Virginia,32044,1097
Pleasants,West Virginia,92209,1992
Pocahontas,West Virginia,76415,3088
Preston,West Virginia,197893,5565
Putnam,West Virginia,851981,17824
Raleigh,West Virginia,998609,25390
Randolph,West Virginia,292515,9286
Ritchie,West Virginia,104472,2653
Roane,West Virginia,92718,2363
Summers,West Virginia,43582,1377
Taylor,West Virginia,112946,2504
Tucker,West Virginia,60367,1921
Tyler,West Virginia,64710,1377
Upshur,West Virginia,239243,6320
Wayne,West Virginia,300322,6895
Webster,West Virginia,39083,1206
Wetzel,West Virginia,153307,3980
Wirt,West Virginia,7073,255
Wood,West Virginia,1083159,30221
Wyoming,West Virginia,100221,2749
Adams,Wisconsin,101718,3178
Ashland,Wisconsin,289043,7045
Barron,Wisconsin,649655,16912
Bayfield,Wisconsin,69877,2197
Brown,Wisconsin,7377624,147991
Buffalo,Wisconsin,118994,2977
Burnett,Wisconsin,121805,3337
Calumet,Wisconsin,516901,12816
Chippewa,Wisconsin,898066,21905
Clark,Wisconsin,372070,8762
Columbia,Wisconsin,818435,21005
Crawford,Wisconsin,209543,5952
Dane,Wisconsin,16630629,295354
Dodge,Wisconsin,1780273,31819
Door,Wisconsin,408470,10471
Douglas,Wisconsin,590842,14426
Dunn,Wisconsin,593194,14148
Eau Claire,Wisconsin,2764707,53802
Florence,Wisconsin,17446,652
Fond du Lac,Wisconsin,1975524,44366
Forest,Wisconsin,47068,1544
Grant,Wisconsin,524027,14089
Green,Wisconsin,554276,13391
Green Lake,Wisconsin,211579,5037
Iowa,Wisconsin,433874,9449
Iron,Wisconsin,39544,1364
Jackson,Wisconsin,286746,6436
Jefferson,Wisconsin,1229026,29866
Juneau,Wisconsin,252506,6539
Kenosha,Wisconsin,2607309,61946
Kewaunee,Wisconsin,198670,4973
La Crosse,Wisconsin,2835172,64951
Lafayette,Wisconsin,129824,3023
Langlade,Wisconsin,248817,6557
Lincoln,Wisconsin,362748,8877
Manitowoc,Wisconsin,1274801,29570
Marathon,Wisconsin,2908184,66053
Marinette,Wisconsin,656154,15468
Marquette,Wisconsin,111815,2978
Menominee,Wisconsin,30025,1006
Milwaukee,Wisconsin,25273972,453081
Monroe,Wisconsin,739509,16442
Oconto,Wisconsin,247494,7133
Oneida,Wisconsin,561451,13685
Outagamie,Wisconsin,4933924,103384
Ozaukee,Wisconsin,1948292,41718
Pepin,Wisconsin,71785,1671
Pierce,Wisconsin,251316,7194
Polk,Wisconsin,508223,13677
Portage,Wisconsin,1336855,31085
Price,Wisconsin,152695,4307
Racine,Wisconsin,3302970,68431
Richland,Wisconsin,177414,4850
Rock,Wisconsin,2891224,61733
Rusk,Wisconsin,161036,4260
St. Croix,Wisconsin,1304719,31361
Sauk,Wisconsin,1263985,31275
Sawyer,Wisconsin,194762,5329
Shawano,Wisconsin,387659,10487
Sheboygan,Wisconsin,2556598,54399
Taylor,Wisconsin,316664,7425
Trempealeau,Wisconsin,601413,14693
Vernon,Wisconsin,268207,7418
Vilas,Wisconsin,190781,6063
Walworth,Wisconsin,1394197,36965
Washburn,Wisconsin,148394,4457
Washington,Wisconsin,2406385,52689
Waukesha,Wisconsin,13445379,245765
Waupaca,Wisconsin,598073,15882
Waushara,Wisconsin,152987,4660
Winnebago,Wisconsin,4552687,87265
Wood,Wisconsin,1938288,37807
Albany,Wyoming,349182,9771
Big Horn,Wyoming,104486,2472
Campbell,Wyoming,1215515,20011
Carbon,Wyoming,222165,4208
Converse,Wyoming,281763,4632
Crook,Wyoming,74344,1519
Fremont,Wyoming,396370,10105
Goshen,Wyoming,94405,2973
Hot Springs,Wyoming,64261,1551
Johnson,Wyoming,99184,2427
Laramie,Wyoming,1498379,34247
Lincoln,Wyoming,233678,4525
Natrona,Wyoming,1598946,31979
Niobrara,Wyoming,13362,423
Park,Wyoming,400200,9786
Platte,Wyoming,100824,2175
Sheridan,Wyoming,476687,11025
Sublette,Wyoming,182768,2807
Sweetwater,Wyoming,955972,15705
Teton,Wyoming,833578,18181
Uinta,Wyoming,381749,7527
Washakie,Wyoming,98822,2577
Weston,Wyoming,72051,1723
